Region,Beg,End,Count
   61,   2155110,   2155948, 1.072
   62,   2157418,   2157426, 1.000
   63,   2160041,   2160042, 1.000
   64,   2160206,   2160238, 1.000
   65,   2160312,   2173263, 1.766
   66,   2173565,   2173587, 1.000
   67,   2176569,   2176620, 1.000
   68,   2177537,   2189270, 2.198
   69,   2192887,   2193104, 1.000
   70,   2194657,   2198177, 1.056
   71,   2202674,   2202675, 1.000
   72,   2203237,   2246088, 1.904
   73,   2247943,   2248030, 1.000
   74,   2252391,   2252405, 1.000
   75,   2253166,   2267335, 2.290
   76,   2268503,   2269016, 1.000
   77,   2270829,   2271280, 1.000
   78,   2272560,   2272564, 1.000
   79,   2272877,   2272880, 1.000
   80,   2275261,   2275270, 1.000
   81,   2277066,   2277184, 1.210
   82,   2279196,   2279209, 2.286
   83,   2279913,   2404252, 3.017
   84,   2404953,   2407120, 1.453
   85,   2407410,   2407418, 1.000
   86,   2407698,   2419151, 1.569
   87,   2420655,   2422374, 1.000
   88,   2423593,   2423661, 1.000
   89,   2425619,   2432841, 1.804
   90,   2438689,   2443205, 1.070
   91,   2443460,   2444572, 2.033
   92,   2450183,   2450779, 1.116
   93,   2450810,   2450835, 1.000
   94,   2451635,   2456080, 1.043
   95,   2457020,   2457218, 1.000
   96,   2458240,   2458314, 1.000
   97,   2462816,   2504890, 2.742
   98,   2505043,   2684134, 2.776
   99,   2684650,   2719446, 2.194
  100,   2721398,   2721436, 1.000
  101,   2721555,   2721765, 1.019
  102,   2724522,   2731577, 1.976
  103,   2732654,   2732683, 1.000
  104,   2734881,   2734887, 1.000
  105,   2736852,   2737897, 1.000
  106,   2740815,   2741459, 1.000
  107,   2742864,   2742984, 1.000
  108,   2745226,   2748961, 3.149
  109,   2751682,   2752350, 1.003
  110,   2752554,   2752761, 1.000
  111,   2754894,   2757657, 1.787
  112,   2759135,   2759241, 1.000
  113,   2759831,   2762000, 1.000
  114,   2762377,   2770083, 1.050
  115,   2771572,   2987631, 3.191
  116,   2988604,   2988673, 1.000
  117,   2988878,   2996901, 1.847
  118,   3001608,   3001689, 1.000
  119,   3001961,   3249784, 3.804
  120,   3250045,   3495097, 4.440
  121,   3495115,   3495202, 1.000
  122,   3496420,   3496731, 1.000
  123,   3497752,   3497816, 1.000
  124,   3498260,   3498707, 1.000
  125,   3498737,   3498758, 1.000
  126,   3499834,   3499876, 1.000
  127,   3500283,   3588127, 2.545
  128,   3589995,   3592048, 1.003
  129,   3592411,   3731153, 4.563
  130,   3731464,   3731466, 1.000
  131,   3731841,   3734607, 1.457
  132,   3734935,   3747890, 3.708
  133,   3749043,   3749172, 1.000
  134,   3749296,   3749309, 1.000
  135,   3750156,   3750704, 1.672
  136,   3751237,   3751723, 1.000
  137,   3752798,   3752811, 1.000
  138,   3753140,   3760026, 1.714
  139,   3762471,   3803702, 2.039
  140,   3805220,   3805245, 1.000
  141,   3805264,   3809198, 1.070
  142,   3809668,   3871075, 2.971
  143,   3872382,   3965717, 4.456
  144,   3976930,   3999411, 1.874
  145,   4001629,   4229669, 5.436
  146,   4232489,   4249898, 1.972
  147,   4251381,   4256287, 1.640
  148,   4256723,   4260971, 1.009
  149,   4261763,   4499784, 5.042
  150,   4500235,   4582566, 4.467
  151,   4582617,   4583489, 1.002
  152,   4584576,   4612148, 3.451
  153,   4612527,   4618407, 2.649
  154,   4619021,   4635068, 6.948
  155,   4635867,   4678700, 4.797
  156,   4679050,   4747611, 4.680
  157,   4758208,   4999095, 4.685
  158,   5001029,   5132209, 2.842
  159,   5132472,   5249946, 4.583
  160,   5250125,   5253155, 5.015
  161,   5255395,   5255397, 1.000
  162,   5256136,   5258218, 3.673
  163,   5258503,   5259131, 1.351
  164,   5259578,   5260137, 1.071
  165,   5262105,   5294458, 3.241
  166,   5296129,   5296131, 1.000
  167,   5296135,   5314981, 1.534
  168,   5316951,   5317253, 1.000
  169,   5317737,   5322310, 1.000
  170,   5323428,   5330282, 1.138
  171,   5331703,   5331832, 1.562
  172,   5332716,   5332772, 1.579
  173,   5336237,   5346157, 1.972
  174,   5347256,   5360065, 2.959
  175,   5361833,   5375280, 2.126
  176,   5376956,   5456060, 2.739
  177,   5456877,   5457550, 1.000
  178,   5461453,   5469307, 1.421
  179,   5469362,   5488088, 3.189
  180,   5490092,   5499642, 3.914
  181,   5501100,   5501103, 1.000
  182,   5501124,   5540817, 3.129
  183,   5541450,   5542739, 1.000
  184,   5543444,   5546601, 2.712
  185,   5547927,   5548588, 1.000
  186,   5549736,   5619371, 2.692
  187,   5619441,   5619443, 1.000
  188,   5619645,   5619649, 1.000
  189,   5620465,   5620470, 1.000
  190,   5620872,   5629920, 1.677
  191,   5632756,   5644293, 2.649
  192,   5645000,   5652851, 2.489
  193,   5653155,   5658334, 1.699
  194,   5658388,   5658978, 1.491
  195,   5663417,   5695618, 2.738
  196,   5695637,   5695647, 1.000
  197,   5696007,   5713740, 2.766
  198,   5713788,   5749754, 2.904
  199,   5750460,   5750583, 1.000
  200,   5750816,   5755236, 2.367
  201,   5755930,   5755988, 1.763
  202,   5756135,   5770725, 3.374
  203,   5771417,   5789049, 2.452
  204,   5789389,   5832014, 2.549
  205,   5832749,   5835570, 1.557
  206,   5836754,   5837600, 1.800
  207,   5837858,   5840734, 1.100
  208,   5841199,   5841990, 1.519
  209,   5842267,   5857963, 3.167
  210,   5859321,   5860366, 1.540
  211,   5860534,   5860738, 1.000
  212,   5861877,   5872788, 2.791
  213,   5872898,   5893996, 3.188
  214,   5894373,   5894374, 1.000
  215,   5894689,   5894990, 1.003
  216,   5897619,   5910583, 2.624
  217,   5912632,   5912633, 1.000
  218,   5912853,   5913609, 1.028
  219,   5915165,   5930176, 2.430
  220,   5930378,   5939913, 2.865
  221,   5941042,   5941656, 1.528
  222,   5944409,   5945907, 1.087
  223,   5946469,   5946581, 1.611
  224,   5946683,   5948366, 1.000
  225,   5948539,   5948540, 1.000
  226,   5948745,   5948768, 1.000
  227,   5949086,   5949096, 1.636
  228,   5949225,   5949233, 1.000
  229,   5949336,   5949337, 1.000
  230,   5949352,   5949585, 1.000
  231,   5950886,   5964018, 1.817
  232,   5967923,   5968055, 1.098
  233,   5968589,   5969464, 1.458
  234,   5971571,   5973067, 1.000
  235,   5974556,   5975114, 1.996
  236,   5975545,   5975547, 1.000
  237,   5975655,   5975686, 2.031
  238,   5978995,   5982522, 1.834
  239,   5982801,   5983419, 3.522
  240,   5985775,   5986166, 2.403
  241,   5986898,   5987177, 1.000
  242,   5990808,   5992166, 1.149
  243,   5992328,   5992410, 1.434
  244,   5994099,   5994100, 1.000
  245,   5997097,   5997168, 1.000
  246,   5998348,   5999778, 1.829
  247,   6000041,   6000082, 1.000
  248,   6000475,   6003224, 1.528
  249,   6005715,   6005719, 1.000
  250,   6008316,   6008506, 1.000
  251,   6010157,   6010172, 1.000
  252,   6019421,   6019560, 1.150
  253,   6021720,   6022351, 1.000
  254,   6023621,   6025426, 1.566
  255,   6032930,   6033054, 1.000
  256,   6034322,   6034329, 1.000
  257,   6035145,   6035154, 1.000
  258,   6040476,   6040480, 1.000
  259,   6044382,   6044506, 1.000
  260,   6044842,   6045064, 1.283
  261,   6045515,   6045574, 1.000
  262,   6046489,   6046501, 1.000
  263,   6047318,   6047637, 1.172
  264,   6048584,   6050134, 2.008
  265,   6051116,   6051130, 1.000
  266,   6051632,   6051652, 1.714
  267,   6053461,   6054804, 1.019
  268,   6055105,   6064626, 1.721
  269,   6064897,   6064930, 1.382
  270,   6066170,   6066183, 1.000
  271,   6067031,   6067043, 1.308
  272,   6067130,   6067168, 1.000
  273,   6067565,   6067708, 1.000
  274,   6070391,   6070444, 1.000
  275,   6071330,   6071873, 1.925
  276,   6072720,   6072735, 1.000
  277,   6076563,   6078802, 2.009
  278,   6078968,   6078988, 1.476
  279,   6080964,   6081637, 1.642
  280,   6083657,   6083982, 1.003
  281,   6084543,   6084569, 1.000
  282,   6085580,   6085588, 1.000
  283,   6086167,   6087491, 2.774
  284,   6087915,   6087958, 1.000
  285,   6089241,   6089350, 1.082
  286,   6090112,   6090148, 1.000
  287,   6091880,   6091887, 1.000
  288,   6093997,   6100654, 1.608
  289,   6103491,   6104881, 2.390
  290,   6105972,   6110716, 1.183
  291,   6110767,   6110962, 1.000
  292,   6111596,   6112457, 1.493
  293,   6112983,   6113191, 1.000
  294,   6113710,   6114208, 1.443
  295,   6115078,   6116867, 1.180
  296,   6117448,   6117451, 1.000
  297,   6117595,   6120071, 1.356
  298,   6120866,   6120886, 1.000
  299,   6120891,   6121145, 2.910
  300,   6121334,   6121419, 1.767
  301,   6121488,   6121786, 1.378
  302,   6121941,   6122983, 1.130
  303,   6123469,   6123741, 1.000
  304,   6124466,   6126065, 1.628
  305,   6126311,   6127768, 1.454
  306,   6127904,   6135157, 2.212
  307,   6137249,   6137397, 1.148
  308,   6138430,   6165666, 3.170
  309,   6166621,   6166641, 1.000
  310,   6166709,   6175469, 1.871
  311,   6176141,   6176696, 1.000
  312,   6176939,   6210336, 2.193
  313,   6212125,   6213465, 2.437
  314,   6213668,   6213676, 1.000
  315,   6214147,   6222397, 3.088
  316,   6223256,   6235574, 1.538
  317,   6236195,   6236602, 1.002
  318,   6237104,   6237770, 1.000
  319,   6237959,   6242487, 2.272
  320,   6245077,   6246516, 1.000
  321,   6246775,   6249338, 1.798
  322,   6249498,   6249748, 1.323
  323,   6251359,   6251382, 1.000
  324,   6252696,   6253211, 1.074
  325,   6253771,   6263164, 1.789
  326,   6266351,   6268557, 1.002
  327,   6269807,   6272389, 2.074
  328,   6274631,   6274678, 1.000
  329,   6276978,   6277598, 1.000
  330,   6279321,   6280672, 1.485
  331,   6282067,   6282127, 1.672
  332,   6282814,   6282957, 1.361
  333,   6287439,   6287869, 1.886
  334,   6288590,   6288592, 1.000
  335,   6289491,   6289508, 1.000
  336,   6291393,   6297605, 1.056
  337,   6297759,   6299708, 1.100
  338,   6300220,   6308820, 2.515
  339,   6310068,   6310531, 1.608
  340,   6316737,   6317399, 1.624
  341,   6318186,   6318603, 1.184
  342,   6318941,   6318946, 1.000
  343,   6320135,   6320203, 1.116
  344,   6320231,   6320234, 1.000
  345,   6320726,   6320812, 1.000
  346,   6325158,   6325159, 1.000
  347,   6327606,   6327668, 1.000
  348,   6327891,   6327903, 1.000
  349,   6330936,   6331559, 1.000
  350,   6333890,   6333973, 1.190
  351,   6339959,   6340847, 1.000
  352,   6342964,   6343397, 1.000
  353,   6347822,   6347829, 1.375
  354,   6353717,   6353860, 1.396
  355,   6360720,   6360725, 1.000
  356,   6366019,   6366649, 1.826
  357,   6368507,   6368547, 1.000
  358,   6371816,   6372851, 1.352
  359,   6379035,   6489715, 1.825
  360,   6490493,   6491689, 1.000
  361,   6492333,   6492358, 1.000
  362,   6501820,   6506486, 1.008
  363,   6508286,   6508302, 1.000
  364,   6509567,   6513077, 1.182
  365,   6513896,   6513991, 1.135
  366,   6515329,   6515356, 1.000
  367,   6516172,   6517766, 1.218
  368,   6518168,   6518191, 1.000
  369,   6518612,   6521109, 1.448
  370,   6521459,   6526372, 1.375
  371,   6527754,   6540872, 1.820
  372,   6541260,   6542135, 1.600
  373,   6542139,   6542174, 1.000
  374,   6542191,   6542275, 1.000
  375,   6543083,   6543091, 1.000
  376,   6543433,   6543530, 1.000
  377,   6543628,   6543655, 1.000
  378,   6543982,   6544035, 1.074
  379,   6545488,   6546666, 1.549
  380,   6549799,   6552447, 1.394
  381,   6553395,   6559403, 2.370
  382,   6559442,   6564382, 1.828
  383,   6565058,   6566816, 2.300
  384,   6568886,   6569110, 1.000
  385,   6576875,   6576916, 1.000
  386,   6576964,   6579624, 1.192
  387,   6580053,   6601751, 1.682
  388,   6602057,   6603278, 1.025
  389,   6604901,   6604972, 1.000
  390,   6608266,   6713073, 1.891
  391,   6713393,   6713519, 1.000
  392,   6714448,   6714461, 1.000
  393,   6714723,   6714849, 1.000
  394,   6715820,   6715964, 1.000
  395,   6716282,   6716366, 1.000
  396,   6716576,   6716943, 1.011
  397,   6717352,   6717392, 1.000
  398,   6717906,   6718902, 1.000
  399,   6720360,   6720484, 1.000
  400,   6724019,   6724046, 1.357
  401,   6724346,   6724535, 1.000
  402,   6727074,   6727720, 1.000
  403,   6727822,   6727823, 1.000
  404,   6728065,   6728069, 1.000
  405,   6728473,   6728475, 1.000
  406,   6729295,   6729579, 1.000
  407,   6731326,   6733869, 1.870
  408,   6733955,   6733959, 1.000
  409,   6734489,   6734497, 1.333
  410,   6735335,   6735344, 1.000
  411,   6736796,   6737017, 1.000
  412,   6737443,   6741032, 1.562
  413,   6741953,   6742383, 1.030
  414,   6744149,   6744157, 1.000
  415,   6744320,   6744940, 1.008
  416,   6746490,   6753334, 1.019
  417,   6754320,   6756089, 1.114
  418,   6756372,   6756374, 1.000
  419,   6757464,   6757944, 1.006
  420,   6759035,   6759350, 1.237
  421,   6759360,   6759376, 1.000
  422,   6760224,   6760317, 1.000
  423,   6761548,   6765572, 1.654
  424,   6767005,   6768223, 1.364
  425,   6768450,   6768697, 1.899
  426,   6769522,   6769523, 1.000
  427,   6769738,   6769771, 1.000
  428,   6770275,   6771376, 1.313
  429,   6772143,   6772453, 1.013
  430,   6791065,   6791686, 1.000
  431,   6791875,   6791877, 1.000
  432,   6792944,   6792945, 1.000
  433,   6793397,   6794055, 1.290
  434,   6794464,   6794465, 1.000
  435,   6795454,   6795468, 1.000
  436,   6797270,   6797289, 1.000
  437,   6797510,   6797570, 1.098
  438,   6799372,   6799755, 1.122
  439,   6802762,   6802816, 1.000
  440,   6802819,   6802864, 1.000
  441,   6803739,   6806827, 1.505
  442,   6807388,   6807401, 1.000
  443,   6808985,   6809210, 1.000
  444,   6809779,   6809794, 1.000
  445,   6810625,   6812229, 1.006
  446,   6812771,   6813175, 1.069
  447,   6815234,   6815239, 1.000
  448,   6816480,   6816483, 1.000
  449,   6816727,   6816730, 1.000
  450,   6819502,   6820161, 1.000
  451,   6821406,   6823049, 1.523
  452,   6824481,   6824580, 1.000
  453,   6825020,   6825029, 1.000
  454,   6825307,   6831511, 1.399
  455,   6831766,   6834332, 1.000
  456,   6835623,   6839991, 2.227
  457,   6842747,   6842903, 1.389
  458,   6844285,   6850597, 1.672
  459,   6850869,   6850881, 1.000
  460,   6851732,   6851837, 1.000
  461,   6868008,   6878270, 1.817
  462,   6878829,   6880669, 1.109
  463,   6881454,   6881482, 1.000
  464,   6883910,   6889911, 2.295
  465,   6891638,   6892421, 1.041
  466,   6893068,   6893206, 1.590
  467,   6894777,   6894889, 1.000
  468,   6894928,   6895075, 1.581
  469,   6895436,   6895643, 1.938
  470,   6897011,   6900586, 1.830
  471,   6901234,   6902032, 1.046
  472,   6902806,   6902903, 1.000
  473,   6903589,   6904077, 1.000
  474,   6904327,   6906428, 1.457
  475,   6906686,   6906839, 1.000
  476,   6907333,   6907335, 1.000
  477,   6908233,   6909897, 1.001
  478,   6910434,   6910435, 1.000
  479,   6912137,   6912264, 1.844
  480,   6912571,   6922532, 1.583
  481,   6926870,   6926874, 1.000
  482,   6928790,   6932904, 1.224
  483,   6933801,   6933846, 1.000
  484,   6933942,   6934413, 1.000
  485,   6935101,   6935436, 1.229
  486,   6936378,   6936379, 1.000
  487,   6937286,   6938326, 1.000
  488,   6939391,   6939820, 1.000
  489,   6939901,   6942756, 1.061
  490,   6943253,   6944465, 2.775
  491,   6944604,   6944606, 1.000
  492,   6948851,   6949975, 2.859
  493,   6951359,   6951370, 1.000
  494,   6953909,   6955011, 1.000
  495,   6957464,   6958469, 1.374
  496,   6959398,   6960053, 1.238
  497,   6961780,   6964363, 1.190
  498,   6964653,   6966161, 1.209
  499,   6967087,   6979257, 2.185
  500,   6983019,   6983266, 1.508
  501,   6990875,   6998076, 1.438
  502,   6999832,   6999878, 1.064
  503,   7001331,   7003567, 1.652
  504,   7003989,   7003995, 1.000
  505,   7004062,   7004301, 2.088
  506,   7005165,   7005938, 1.045
  507,   7007884,   7007902, 1.000
  508,   7009653,   7009654, 1.000
  509,   7010512,   7010573, 1.032
  510,   7010802,   7010837, 2.056
  511,   7011655,   7011726, 1.000
  512,   7013255,   7013335, 1.000
  513,   7014548,   7014742, 1.000
  514,   7016122,   7016297, 1.006
  515,   7016488,   7016489, 1.000
  516,   7016854,   7017486, 1.131
  517,   7020940,   7021128, 1.000
  518,   7021437,   7021441, 1.000
  519,   7025379,   7025395, 1.000
  520,   7025414,   7025424, 1.000
  521,   7026471,   7027048, 1.016
  522,   7027166,   7027186, 1.000
  523,   7028205,   7028207, 1.000
  524,   7028330,   7028331, 1.000
  525,   7029641,   7030649, 1.077
  526,   7031315,   7031879, 1.080
  527,   7032836,   7034368, 1.627
  528,   7034479,   7034517, 1.000
  529,   7034913,   7034916, 1.000
  530,   7036551,   7038731, 2.407
  531,   7039911,   7039924, 1.000
  532,   7040280,   7040813, 1.777
  533,   7041906,   7041928, 1.000
  534,   7041998,   7048039, 1.773
  535,   7050620,   7050638, 1.000
  536,   7051124,   7052838, 1.058
  537,   7053517,   7053535, 1.000
  538,   7053974,   7054247, 1.000
  539,   7054741,   7054940, 1.000
  540,   7055678,   7056546, 1.051
  541,   7058079,   7058127, 1.000
  542,   7059539,   7059973, 1.232
  543,   7060541,   7060625, 1.000
  544,   7061002,   7061003, 1.000
  545,   7062536,   7062543, 1.000
  546,   7063009,   7063251, 1.000
  547,   7065439,   7065456, 1.000
  548,   7066252,   7066690, 1.130
  549,   7067238,   7067277, 1.000
  550,   7070088,   7070132, 1.000
  551,   7070179,   7072053, 1.001
  552,   7073477,   7073720, 1.000
  553,   7074487,   7074538, 1.308
  554,   7074838,   7075414, 1.000
  555,   7075928,   7075930, 1.000
  556,   7076013,   7076374, 1.000
  557,   7076420,   7076427, 1.000
  558,   7077369,   7083026, 1.918
  559,   7085568,   7088383, 1.584
  560,   7089972,   7090009, 1.000
  561,   7091359,   7091710, 1.000
  562,   7092239,   7092723, 1.414
  563,   7097969,   7098051, 1.337
  564,   7099823,   7099825, 1.000
  565,   7100736,   7100767, 1.000
  566,   7102974,   7103149, 1.011
  567,   7104022,   7104960, 1.223
  568,   7105057,   7106000, 2.567
  569,   7106135,   7106147, 1.000
  570,   7106393,   7106736, 1.000
  571,   7108595,   7108599, 1.000
  572,   7109063,   7109074, 1.000
  573,   7110130,   7112103, 1.237
  574,   7112833,   7112836, 1.000
  575,   7112990,   7113242, 1.000
  576,   7114861,   7114882, 1.000
  577,   7114938,   7115898, 1.117
  578,   7116172,   7118688, 1.940
  579,   7119344,   7119723, 1.021
  580,   7119918,   7120170, 1.012
  581,   7125422,   7125434, 1.000
  582,   7126390,   7126584, 1.697
  583,   7127590,   7128822, 1.739
  584,   7129065,   7131037, 1.040
  585,   7131793,   7131866, 1.000
  586,   7135111,   7136528, 1.000
  587,   7137169,   7137185, 1.000
  588,   7138193,   7138207, 1.000
  589,   7138338,   7138929, 1.264
  590,   7139080,   7139193, 1.000
  591,   7139775,   7139777, 1.000
  592,   7142453,   7142544, 1.120
  593,   7143716,   7143717, 1.000
  594,   7144278,   7144598, 1.000
  595,   7144618,   7144842, 1.000
  596,   7148674,   7148844, 1.000
  597,   7149495,   7149549, 1.055
  598,   7149936,   7152022, 1.208
  599,   7153031,   7153039, 1.000
  600,   7153655,   7154237, 1.117
  601,   7155665,   7155683, 1.000
  602,   7156493,   7156774, 1.000
  603,   7157913,   7157961, 1.265
  604,   7159377,   7160078, 1.000
  605,   7160294,   7161502, 1.329
  606,   7161678,   7162068, 1.294
  607,   7162974,   7163374, 1.000
  608,   7164127,   7164163, 1.000
  609,   7165388,   7166201, 1.000
  610,   7166348,   7166639, 1.014
  611,   7166941,   7167114, 1.000
  612,   7167135,   7167136, 1.000
  613,   7167287,   7169090, 1.164
  614,   7169148,   7169443, 1.000
  615,   7171746,   7172335, 1.000
  616,   7172521,   7175988, 1.184
  617,   7177167,   7177812, 2.814
  618,   7178062,   7182078, 2.475
  619,   7183641,   7184132, 1.004
  620,   7185383,   7185390, 1.000
  621,   7186464,   7186646, 1.000
  622,   7188248,   7188911, 2.149
  623,   7189559,   7191031, 1.276
  624,   7194009,   7194186, 1.000
  625,   7194267,   7195402, 1.000
  626,   7195922,   7196233, 1.000
  627,   7196950,   7200876, 1.331
  628,   7202395,   7202420, 1.000
  629,   7202735,   7205448, 2.548
  630,   7205870,   7223385, 1.739
  631,   7224158,   7224186, 1.103
  632,   7226404,   7226536, 1.000
  633,   7227379,   7227663, 1.025
  634,   7227956,   7227958, 1.000
  635,   7228562,   7228617, 1.000
  636,   7230071,   7230160, 1.656
  637,   7234648,   7234654, 1.000
  638,   7236378,   7236602, 1.929
  639,   7244339,   7244366, 1.000
  640,   7245168,   7245173, 1.000
  641,   7245313,   7246119, 1.918
  642,   7247120,   7250974, 1.929
  643,   7251837,   7252263, 1.855
  644,   7252814,   7252894, 1.000
  645,   7254034,   7254096, 1.079
  646,   7254538,   7254689, 1.000
  647,   7256364,   7256547, 1.000
  648,   7259221,   7259892, 1.723
  649,   7261511,   7267060, 2.272
  650,   7267352,   7267364, 1.000
  651,   7267988,   7268019, 1.531
  652,   7268772,   7268859, 1.000
  653,   7268985,   7269066, 1.841
  654,   7269508,   7270249, 1.160
  655,   7271922,   7272308, 1.000
  656,   7273347,   7274555, 1.000
  657,   7276084,   7276146, 1.000
  658,   7276703,   7288388, 1.299
  659,   7288864,   7289084, 2.005
  660,   7290111,   7331741, 1.202
  661,   7332794,   7332809, 1.000
  662,   7338206,   7362514, 1.850
  663,   7362920,   7372750, 1.100
  664,   7375677,   7376218, 1.172
  665,   7379207,   7379453, 1.004
  666,   7381495,   7381657, 1.110
  667,   7382910,   7384648, 1.168
  668,   7385394,   7385397, 1.000
  669,   7386476,   7387708, 1.194
  670,   7388794,   7389019, 1.000
  671,   7389320,   7395626, 1.601
  672,   7396096,   7396137, 1.357
  673,   7396863,   7407662, 1.638
  674,   7407869,   7421895, 1.925
  675,   7424590,   7424658, 1.246
  676,   7424793,   7427305, 1.284
  677,   7427469,   7427903, 1.414
  678,   7427973,   7427979, 1.000
  679,   7428061,   7428083, 1.000
  680,   7428334,   7428347, 1.000
  681,   7428536,   7428689, 1.000
  682,   7428914,   7429334, 1.033
  683,   7429646,   7430121, 1.691
  684,   7430707,   7430901, 1.000
  685,   7431221,   7433336, 1.175
  686,   7434016,   7437531, 1.500
  687,   7438005,   7438212, 1.063
  688,   7438862,   7438943, 1.049
  689,   7439769,   7448252, 1.912
  690,   7450566,   7454008, 1.771
  691,   7454761,   7455283, 1.000
  692,   7456374,   7456604, 1.000
  693,   7457201,   7460622, 1.022
  694,   7460715,   7460937, 1.000
  695,   7461769,   7462673, 1.606
  696,   7464342,   7464513, 1.000
  697,   7465404,   7466282, 2.280
  698,   7466492,   7470476, 1.972
  699,   7472289,   7472759, 1.550
  700,   7472767,   7472777, 1.000
  701,   7473703,   7473719, 1.000
  702,   7473773,   7475375, 1.913
  703,   7475498,   7475539, 1.000
  704,   7477858,   7477922, 1.908
  705,   7478107,   7478119, 1.000
  706,   7478839,   7479073, 1.000
  707,   7480246,   7480451, 1.000
  708,   7481082,   7482112, 1.087
  709,   7483862,   7485983, 1.410
  710,   7486275,   7486307, 1.000
  711,   7488307,   7493844, 1.631
  712,   7495267,   7495376, 1.664
  713,   7495582,   7496508, 1.011
  714,   7496759,   7496982, 1.330
  715,   7498009,   7499178, 2.104
  716,   7500005,   7500210, 1.000
  717,   7501752,   7501810, 1.000
  718,   7505546,   7505637, 1.000
  719,   7506673,   7513323, 1.212
  720,   7516354,   7516360, 1.000
  721,   7518984,   7519304, 1.676
  722,   7520258,   7531460, 1.897
  723,   7535567,   7537722, 2.108
  724,   7537951,   7538912, 1.507
  725,   7540399,   7540613, 1.000
  726,   7540704,   7542913, 2.300
  727,   7544703,   7545308, 1.081
  728,   7550086,   7550290, 1.000
  729,   7551564,   7552986, 2.509
  730,   7562260,   7562271, 1.000
  731,   7562384,   7565791, 1.360
  732,   7570176,   7570807, 1.299
  733,   7571140,   7571394, 1.000
  734,   7574065,   7574127, 1.000
  735,   7579215,   7580397, 1.178
  736,   7582530,   7582634, 1.171
  737,   7584542,   7586124, 2.181
  738,   7592461,   7594089, 1.358
  739,   7595009,   7595244, 1.000
  740,   7595398,   7595600, 1.887
  741,   7596277,   7596384, 1.000
  742,   7596388,   7596667, 1.236
  743,   7601804,   7602680, 1.000
  744,   7637296,   7637309, 1.000
  745,   7642453,   7642632, 1.139
  746,   7642829,   7645802, 1.121
  747,   7647327,   7648479, 1.000
  748,   7648867,   7650135, 1.000
  749,   7650537,   7650582, 1.174
  750,   7651953,   7651967, 1.267
  751,   7652627,   7652950, 1.000
  752,   7653605,   7653781, 1.203
  753,   7653858,   7654092, 1.000
  754,   7654846,   7658148, 1.792
  755,   7659510,   7660188, 1.108
  756,   7660544,   7664832, 1.820
  757,   7666539,   7667969, 1.968
  758,   7668603,   7669574, 1.893
  759,   7670351,   7670429, 1.000
  760,   7670685,   7671136, 1.148
  761,   7671524,   7673697, 2.151
  762,   7673823,   7673935, 1.699
  763,   7673949,   7674718, 1.000
  764,   7677308,   7677335, 1.000
  765,   7677430,   7680963, 1.441
  766,   7681612,   7681911, 1.000
  767,   7682676,   7682686, 1.000
  768,   7685301,   7687491, 1.340
  769,   7687620,   7687630, 1.000
  770,   7687672,   7687735, 1.000
  771,   7688577,   7688637, 1.000
  772,   7689606,   7689715, 1.236
  773,   7689770,   7689791, 1.000
  774,   7690624,   7691637, 1.109
  775,   7691956,   7692890, 1.104
  776,   7694290,   7697023, 1.245
  777,   7697719,   7698034, 1.335
