Region,Beg,End,Count
  299,   4568593,   4568622, 1.000
  300,   4568895,   4569493, 1.000
  301,   4569559,   4569565, 1.000
  302,   4571018,   4571023, 1.000
  303,   4572522,   4574128, 1.000
  304,   4577963,   4578234, 1.000
  305,   4581164,   4581167, 1.000
  306,   4582455,   4582460, 1.000
  307,   4583556,   4584008, 1.000
  308,   4586418,   4586423, 1.000
  309,   4587643,   4588329, 1.000
  310,   4590203,   4590205, 1.000
  311,   4592232,   4592629, 1.646
  312,   4593012,   4593014, 1.000
  313,   4595089,   4595126, 1.000
  314,   4598382,   4599365, 1.000
  315,   4599589,   4599879, 1.000
  316,   4601471,   4603081, 1.646
  317,   4603221,   4603411, 1.000
  318,   4603629,   4603678, 1.000
  319,   4604161,   4604162, 1.000
  320,   4605271,   4612148, 2.340
  321,   4614334,   4614338, 1.000
  322,   4614800,   4614802, 1.000
  323,   4614834,   4615402, 1.005
  324,   4616112,   4616191, 1.000
  325,   4617816,   4617823, 1.000
  326,   4617968,   4617969, 1.000
  327,   4618410,   4619011, 1.000
  328,   4619645,   4619977, 1.000
  329,   4620016,   4620017, 1.000
  330,   4620776,   4620780, 1.000
  331,   4620874,   4620936, 1.000
  332,   4621192,   4621301, 1.000
  333,   4623132,   4623171, 1.000
  334,   4624761,   4624829, 1.000
  335,   4625018,   4625025, 1.000
  336,   4627569,   4627576, 1.000
  337,   4627862,   4627866, 1.000
  338,   4628850,   4628868, 1.000
  339,   4629959,   4629967, 1.000
  340,   4630082,   4641185, 1.575
  341,   4642538,   4642738, 1.000
  342,   4643930,   4663086, 1.471
  343,   4663344,   4663506, 1.000
  344,   4664100,   4666159, 1.374
  345,   4666950,   4667331, 1.000
  346,   4668311,   4681992, 1.664
  347,   4683862,   4683880, 1.000
  348,   4684650,   4684651, 1.000
  349,   4688314,   4688389, 1.000
  350,   4689542,   4690614, 1.000
  351,   4691035,   4691062, 1.000
  352,   4691572,   4692162, 1.063
  353,   4692396,   4696547, 1.954
  354,   4697862,   4702145, 2.156
  355,   4705565,   4705588, 1.083
  356,   4707620,   4749283, 1.801
  357,   4758026,   4758403, 1.000
  358,   4761930,   4894005, 1.734
  359,   4895592,   4895593, 1.000
  360,   4896455,   4898030, 1.228
  361,   4898596,   4994124, 2.527
  362,   4998315,   4998340, 1.000
  363,   4999896,   4999944, 1.571
  364,   5000027,   5249924, 3.147
  365,   5250116,   5290654, 2.245
  366,   5291281,   5293499, 1.001
  367,   5293672,   5294002, 1.000
  368,   5295095,   5295347, 1.000
  369,   5296129,   5296131, 1.000
  370,   5298398,   5298555, 1.000
  371,   5298788,   5298789, 1.000
  372,   5298933,   5299695, 1.054
  373,   5300965,   5307915, 2.116
  374,   5309902,   5309923, 1.000
  375,   5311751,   5311771, 1.000
  376,   5312087,   5312194, 1.000
  377,   5312672,   5312697, 1.000
  378,   5314030,   5341476, 2.504
  379,   5342412,   5347636, 2.728
  380,   5351926,   5353184, 1.075
  381,   5354760,   5356053, 1.411
  382,   5357837,   5369809, 1.956
  383,   5372181,   5372248, 1.000
  384,   5374914,   5375356, 1.327
  385,   5377969,   5377970, 1.000
  386,   5378638,   5379505, 1.040
  387,   5380164,   5380881, 1.376
  388,   5382507,   5384006, 1.810
  389,   5384024,   5386076, 2.174
  390,   5386146,   5386150, 1.000
  391,   5386253,   5394076, 2.059
  392,   5394131,   5413785, 1.909
  393,   5414051,   5420091, 1.753
  394,   5423282,   5423284, 1.000
  395,   5424735,   5424736, 1.000
  396,   5426004,   5426032, 1.793
  397,   5426568,   5427175, 2.005
  398,   5427448,   5427454, 1.000
  399,   5427929,   5428155, 1.000
  400,   5428489,   5437462, 1.700
  401,   5438469,   5439548, 1.745
  402,   5439790,   5442298, 1.136
  403,   5442341,   5442640, 1.013
  404,   5443191,   5443200, 1.000
  405,   5443473,   5443698, 1.155
  406,   5443996,   5447199, 1.870
  407,   5447336,   5447364, 1.000
  408,   5447531,   5447569, 1.000
  409,   5448331,   5448444, 1.000
  410,   5450212,   5450411, 1.000
  411,   5451612,   5451623, 1.000
  412,   5452222,   5452367, 1.000
  413,   5452889,   5456301, 1.976
  414,   5456877,   5459050, 1.137
  415,   5459424,   5459450, 1.000
  416,   5461164,   5461166, 1.000
  417,   5461521,   5461660, 1.000
  418,   5462572,   5462850, 1.000
  419,   5463146,   5465101, 1.741
  420,   5465254,   5467098, 1.203
  421,   5467282,   5467570, 1.007
  422,   5469382,   5469393, 1.000
  423,   5470149,   5470154, 1.000
  424,   5470201,   5470296, 1.000
  425,   5471083,   5472267, 1.678
  426,   5472554,   5472568, 1.000
  427,   5472701,   5473195, 1.287
  428,   5473469,   5476032, 1.314
  429,   5476645,   5483417, 1.686
  430,   5483711,   5483717, 1.000
  431,   5483813,   5483903, 1.000
  432,   5484320,   5485336, 1.030
  433,   5486072,   5486261, 1.342
  434,   5487135,   5499957, 2.123
  435,   5500263,   5517174, 2.505
  436,   5517455,   5518610, 1.523
  437,   5519052,   5519054, 1.000
  438,   5520391,   5520399, 1.000
  439,   5520440,   5521720, 1.748
  440,   5522121,   5530145, 2.986
  441,   5530497,   5538696, 1.036
  442,   5539264,   5539277, 1.000
  443,   5539353,   5539644, 1.942
  444,   5539982,   5540016, 1.000
  445,   5541249,   5542206, 1.011
  446,   5542732,   5542855, 1.000
  447,   5543548,   5543722, 1.000
  448,   5544613,   5547766, 1.296
  449,   5548225,   5550170, 1.709
  450,   5550202,   5553839, 1.773
  451,   5554733,   5554736, 1.000
  452,   5554807,   5554810, 1.000
  453,   5555130,   5555131, 1.000
  454,   5556057,   5556072, 1.875
  455,   5558490,   5562335, 1.406
  456,   5563687,   5564676, 1.001
  457,   5566019,   5567012, 1.076
  458,   5567234,   5582122, 1.792
  459,   5582140,   5582260, 1.000
  460,   5582647,   5583084, 1.030
  461,   5583241,   5583291, 1.000
  462,   5584815,   5584933, 1.000
  463,   5585176,   5585258, 1.301
  464,   5586447,   5586450, 1.000
  465,   5587345,   5589506, 1.000
  466,   5589844,   5589845, 1.000
  467,   5590649,   5590683, 1.000
  468,   5591548,   5604994, 2.975
  469,   5605208,   5605232, 1.000
  470,   5605494,   5606540, 1.070
  471,   5608130,   5608193, 1.297
  472,   5610242,   5610308, 1.000
  473,   5611553,   5611554, 1.000
  474,   5611881,   5612009, 1.155
  475,   5612797,   5612964, 1.000
  476,   5613929,   5619649, 1.270
  477,   5619725,   5619730, 1.000
  478,   5620510,   5625237, 1.094
  479,   5629299,   5635818, 2.534
  480,   5637840,   5639448, 1.855
  481,   5639663,   5641751, 1.066
  482,   5641828,   5641830, 1.000
  483,   5643080,   5647497, 2.749
  484,   5648501,   5649155, 1.707
  485,   5649953,   5649986, 1.000
  486,   5650590,   5650796, 1.000
  487,   5650885,   5651594, 1.252
  488,   5651784,   5651788, 1.000
  489,   5651897,   5652551, 1.024
  490,   5652825,   5652851, 1.000
  491,   5653046,   5656584, 1.359
  492,   5658110,   5658111, 1.000
  493,   5659770,   5663306, 1.539
  494,   5663417,   5664237, 1.172
  495,   5665908,   5667702, 1.858
  496,   5669151,   5669257, 1.028
  497,   5669272,   5669683, 1.095
  498,   5670085,   5670100, 1.000
  499,   5671470,   5671654, 1.000
  500,   5674215,   5674337, 1.000
  501,   5674460,   5674461, 1.000
  502,   5674578,   5674648, 1.000
  503,   5674658,   5677526, 1.464
  504,   5680108,   5682220, 1.004
  505,   5683230,   5683277, 1.000
  506,   5684085,   5684835, 1.000
  507,   5685390,   5686343, 1.281
  508,   5686410,   5686558, 1.007
  509,   5687890,   5694304, 1.570
  510,   5695286,   5695399, 1.000
  511,   5696673,   5696781, 1.000
  512,   5697097,   5697401, 1.000
  513,   5697498,   5698193, 1.029
  514,   5698914,   5699940, 2.001
  515,   5700157,   5700204, 1.000
  516,   5700349,   5701037, 1.010
  517,   5701316,   5701392, 1.000
  518,   5701709,   5701766, 1.345
  519,   5701868,   5701940, 1.000
  520,   5702553,   5703813, 1.011
  521,   5703886,   5704888, 1.009
  522,   5706320,   5706332, 1.000
  523,   5707761,   5708242, 1.000
  524,   5708338,   5710714, 1.618
  525,   5710830,   5711196, 1.046
  526,   5711735,   5726589, 1.946
  527,   5728026,   5728032, 1.000
  528,   5728708,   5728900, 1.000
  529,   5728982,   5730119, 1.188
  530,   5731193,   5731206, 1.000
  531,   5731820,   5742250, 1.350
  532,   5742734,   5742758, 1.960
  533,   5746723,   5746785, 1.413
  534,   5749723,   5749763, 1.000
  535,   5751645,   5751673, 2.379
  536,   5751719,   5751744, 1.000
  537,   5751845,   5751848, 1.000
  538,   5752194,   5752462, 1.063
  539,   5753349,   5757418, 1.001
  540,   5759331,   5760003, 1.056
  541,   5760226,   5760302, 1.000
  542,   5760523,   5760560, 1.105
  543,   5761336,   5761783, 1.618
  544,   5762120,   5768414, 1.614
  545,   5769199,   5770300, 1.858
  546,   5771402,   5771693, 1.534
  547,   5772883,   5787264, 1.943
  548,   5788097,   5788471, 1.395
  549,   5788685,   5788817, 1.000
  550,   5790434,   5790885, 1.000
  551,   5793460,   5794023, 1.560
  552,   5797233,   5800563, 1.020
  553,   5801217,   5804476, 1.457
  554,   5804791,   5806474, 1.366
  555,   5807026,   5813021, 1.495
  556,   5816839,   5817288, 1.058
  557,   5817430,   5818348, 1.002
  558,   5818735,   5819610, 1.475
  559,   5819846,   5820224, 1.000
  560,   5820721,   5820999, 1.366
  561,   5821408,   5821494, 1.000
  562,   5821855,   5823701, 1.149
  563,   5824408,   5826198, 1.479
  564,   5826476,   5826478, 1.000
  565,   5826881,   5826890, 1.000
  566,   5827020,   5830149, 1.046
  567,   5831161,   5831254, 1.000
  568,   5831298,   5831310, 1.000
  569,   5831474,   5831484, 1.000
  570,   5831512,   5831515, 1.000
  571,   5831731,   5831898, 1.006
  572,   5832349,   5834204, 2.088
  573,   5834242,   5834334, 1.000
  574,   5838079,   5838228, 1.000
  575,   5838373,   5842267, 1.216
  576,   5842269,   5842270, 1.000
  577,   5842510,   5842512, 1.000
  578,   5842627,   5843788, 1.000
  579,   5844156,   5845022, 1.251
  580,   5845049,   5845469, 1.000
  581,   5845484,   5845486, 1.000
  582,   5845871,   5845875, 1.000
  583,   5846243,   5846813, 2.310
  584,   5847775,   5847784, 1.000
  585,   5848579,   5848649, 1.000
  586,   5849911,   5849914, 1.000
  587,   5850671,   5852183, 1.042
  588,   5852922,   5856140, 1.036
  589,   5856396,   5856488, 1.000
  590,   5856929,   5857221, 1.109
  591,   5857430,   5857856, 1.000
  592,   5857963,   5861877, 1.633
  593,   5862008,   5862053, 1.043
  594,   5862069,   5862174, 1.698
  595,   5862181,   5862186, 1.000
  596,   5862526,   5862533, 1.000
  597,   5862702,   5862703, 1.000
  598,   5862839,   5864016, 1.106
  599,   5864416,   5864979, 1.066
  600,   5865260,   5866879, 1.872
  601,   5866887,   5869843, 1.273
  602,   5871110,   5871590, 1.004
  603,   5871795,   5872196, 1.022
  604,   5872221,   5872235, 1.000
  605,   5873088,   5873135, 1.146
  606,   5873924,   5873928, 1.000
  607,   5873950,   5873957, 1.000
  608,   5874563,   5874637, 1.107
  609,   5877079,   5877190, 1.000
  610,   5878622,   5878624, 1.000
  611,   5879189,   5879197, 1.000
  612,   5881040,   5881975, 1.413
  613,   5882179,   5883757, 1.039
  614,   5885957,   5886039, 1.000
  615,   5886079,   5886095, 1.000
  616,   5887699,   5887705, 1.000
  617,   5888197,   5888199, 1.000
  618,   5889218,   5889560, 1.058
  619,   5889577,   5891132, 1.012
  620,   5892244,   5892245, 1.000
  621,   5892304,   5892308, 1.000
  622,   5892845,   5893657, 1.811
  623,   5894187,   5903726, 1.992
  624,   5904717,   5904764, 1.000
  625,   5905342,   5905343, 1.000
  626,   5905560,   5905575, 1.000
  627,   5906930,   5908311, 1.000
  628,   5909108,   5909110, 1.000
  629,   5909465,   5909472, 1.000
  630,   5910529,   5915949, 2.381
  631,   5917344,   5921309, 2.345
  632,   5922084,   5927382, 1.354
  633,   5929962,   5932047, 1.772
  634,   5932904,   5933329, 1.007
  635,   5934220,   5936805, 1.260
  636,   5937698,   5938528, 1.000
  637,   5943591,   5945851, 1.134
  638,   5947031,   5949284, 1.003
  639,   5952423,   5953595, 1.000
  640,   5954405,   5955186, 1.000
  641,   5955994,   5956000, 1.000
  642,   5957479,   5957489, 1.000
  643,   5964477,   5968781, 1.196
  644,   5972325,   5975656, 1.023
  645,   5986026,   5989441, 1.422
  646,   5999421,   5999475, 1.000
  647,   6000082,   6000159, 1.167
  648,   6000259,   6002510, 1.066
  649,   6008759,   6009176, 1.005
  650,   6009700,   6009971, 1.107
  651,   6013495,   6013664, 1.118
  652,   6013818,   6015726, 1.000
  653,   6015745,   6017203, 1.014
  654,   6019283,   6023055, 1.008
  655,   6024140,   6024198, 1.000
  656,   6025403,   6025571, 1.000
  657,   6033563,   6033909, 1.000
  658,   6037032,   6037230, 1.000
  659,   6040476,   6040480, 1.000
  660,   6043636,   6043825, 1.000
  661,   6045847,   6045848, 1.000
  662,   6046950,   6047004, 1.000
  663,   6051128,   6051135, 1.000
  664,   6052317,   6052387, 1.000
  665,   6058092,   6058234, 1.000
  666,   6059102,   6059353, 1.520
  667,   6060767,   6060773, 1.000
  668,   6063119,   6065192, 1.236
  669,   6066713,   6066719, 1.000
  670,   6068251,   6068532, 1.000
  671,   6073017,   6073023, 1.000
  672,   6076333,   6076839, 1.000
  673,   6077238,   6077587, 2.160
  674,   6078968,   6078988, 1.476
  675,   6079706,   6079789, 1.917
  676,   6084205,   6087340, 1.768
  677,   6087958,   6088623, 1.607
  678,   6090150,   6091836, 1.379
  679,   6092236,   6093376, 1.103
  680,   6093696,   6097132, 1.444
  681,   6098221,   6099084, 1.133
  682,   6100889,   6100891, 1.000
  683,   6102955,   6104016, 1.967
  684,   6104799,   6104807, 1.000
  685,   6106535,   6106545, 1.000
  686,   6106625,   6106913, 1.003
  687,   6107003,   6107196, 1.753
  688,   6107732,   6107909, 1.208
  689,   6109471,   6109858, 1.000
  690,   6111228,   6116994, 1.966
  691,   6117237,   6117509, 1.557
  692,   6117621,   6117625, 1.000
  693,   6119604,   6119649, 1.000
  694,   6120050,   6120113, 1.063
  695,   6120239,   6120405, 2.006
  696,   6120543,   6120545, 1.000
  697,   6121613,   6122148, 1.271
  698,   6122845,   6122939, 1.053
  699,   6123232,   6123279, 1.000
  700,   6123619,   6128636, 1.597
  701,   6129326,   6129327, 1.000
  702,   6129982,   6130001, 1.000
  703,   6130679,   6131745, 1.000
  704,   6134447,   6134455, 1.000
  705,   6134753,   6134765, 1.000
  706,   6135608,   6135638, 1.065
  707,   6137331,   6137490, 1.325
  708,   6141536,   6142518, 1.002
  709,   6145408,   6145643, 1.716
  710,   6145772,   6147042, 1.054
  711,   6147733,   6149364, 1.324
  712,   6149596,   6149602, 1.000
  713,   6150092,   6150169, 1.000
  714,   6151635,   6153895, 2.000
  715,   6154074,   6155168, 1.273
  716,   6157288,   6157512, 1.000
  717,   6157580,   6158685, 1.696
  718,   6160939,   6162277, 1.112
  719,   6162660,   6162663, 1.000
  720,   6162846,   6163975, 2.085
  721,   6166319,   6166331, 1.000
  722,   6166621,   6166680, 1.000
  723,   6168104,   6168170, 1.000
  724,   6168783,   6171872, 2.521
  725,   6172453,   6172779, 1.281
  726,   6174454,   6182929, 1.599
  727,   6183768,   6201433, 1.587
  728,   6202737,   6207554, 1.799
  729,   6208715,   6208718, 1.000
  730,   6209058,   6209071, 1.000
  731,   6209163,   6210389, 2.236
  732,   6210684,   6212222, 1.197
  733,   6213465,   6213604, 1.000
  734,   6213641,   6213745, 1.010
  735,   6213942,   6249933, 1.824
  736,   6250006,   6499307, 2.246
  737,   6501242,   6716949, 1.872
  738,   6717726,   6717727, 1.000
  739,   6718406,   6718421, 1.313
  740,   6718934,   6726275, 1.833
  741,   6727818,   6727888, 1.099
  742,   6728959,   6745506, 1.511
  743,   6745579,   6746490, 1.106
  744,   6746572,   6746669, 1.000
  745,   6746821,   6763020, 1.334
  746,   6763895,   6763944, 1.000
  747,   6764039,   6764087, 1.000
  748,   6764123,   6765960, 1.226
  749,   6767254,   6768677, 1.572
  750,   6770565,   6770586, 1.409
  751,   6771923,   6771934, 1.000
  752,   6772667,   6772679, 1.000
  753,   6790883,   6790894, 1.000
  754,   6791320,   6793977, 1.123
  755,   6794322,   6794375, 2.019
  756,   6795868,   6797035, 1.461
  757,   6798810,   6799841, 1.275
  758,   6802045,   6802257, 1.000
  759,   6802816,   6803233, 1.435
  760,   6803727,   6803739, 1.000
  761,   6804708,   6804772, 1.000
  762,   6808532,   6809201, 1.000
  763,   6809210,   6809488, 1.262
  764,   6809548,   6809650, 1.000
  765,   6810091,   6814095, 1.539
  766,   6814586,   6815090, 1.000
  767,   6815384,   6815476, 1.022
  768,   6818743,   6820072, 1.000
  769,   6821173,   6821181, 1.000
  770,   6821294,   6822646, 1.010
  771,   6823202,   6823343, 1.000
  772,   6823363,   6823376, 1.000
  773,   6824802,   6824803, 1.000
  774,   6824896,   6825121, 1.000
  775,   6828474,   6828958, 1.000
  776,   6830812,   6830817, 1.000
  777,   6830964,   6831010, 1.000
