GA10840-RD 	14908678	14903175	14914181
GA24195-RA 	14917551	14916399	14918703
GA19138-RD 	14990756	14968351	15013161
GA17416-RB 	15038760	15037596	15039925
GA24996-RA 	15041573	15040373	15042773
GA24180-RA 	15467918	15441193	15494644
GA10102-RA 	15500174	15499660	15500688
GA11024-RA 	15533139	15532432	15533847
GA30446-RB 	15829682	15815376	15843988
GA15109-RA 	15880784	15880225	15881343
GA11265-RB 	16052679	16045790	16059568
